1	174910	619630
3	137310	689790
5	191090	741720
8	216720	710240
10	216420	709920
11	192170	683500
14	180440	710890
16	169570	730590
17	170400	728320
18	169560	730580
20	206050	680950
21	207210	677490
22	145720	739180
24	176800	658500
25	182370	730000
28	145420	724880
34	169230	646560
36	183820	712590
37	148650	728210
38	185570	732460
39	165260	648730
40	205900	561160
47	165590	786310
51	172830	783650
53	205340	759770
62	223020	933810
63	223930	954300
64	221170	948490
66	122210	897630
68	137625	924730
69	137960	924720
70	116670	934170
74	113230	933190
75	114800	933470
78	121050	912300
79	112700	891680
80	108200	897960
85	135180	920570
86	136590	921270
88	112170	932690
89	203575	629800
90	219850	654310
100	186970	855000
101	186770	888850
102	186770	888850
103	211810	899190
105	230710	631680
146	166440	816270
147	137680	832190
149	152540	832300
150	70500	805490
151	84350	839140
